user_id,total_spend,txn_count,spend_mean_30d,spend_volatility_30d,spend_cv_30d,spend_txn_count_30d,max_daily_spend_30d,spend_mean_30d_lag1,spend_volatility_30d_lag1,spend_cv_30d_lag1,essential_ratio_30d,non_essential_spend_30d,non_essential_spend_vol_30d,disc_active_days_30d,total_spend_30d,top_merchant_spend_ratio,bank_spend_30d,card_spend_share_30d,card_to_bank_spend_ratio_30d,ewa_usage_count,ewa_total_amount,ewa_avg_amount,ewa_max_amount
Mymo1078704,414.43,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1082524,318.608125,3.3125,316.2730079365079,269.5080239032463,0.8594901697677648,23.333333333333332,705.98,314.86990476190476,275.75442819100584,0.8825941894114036,0.48368535647535604,1183.6741666666667,71.18929184740618,7.166666666666667,2267.0724999999998,1.0,2267.0724999999998,0.0,0.0,21.0,5946.0,283.14285714285717,793.0
Mymo1084729,60.046197183098585,2.8309859154929575,55.12460572250693,59.54721500068627,1.0392456293106351,62.83582089552239,448.28,54.88506806816475,58.88982345811466,1.0330048567488213,0.03719344762751868,1208.553880597015,58.80682434728648,20.83582089552239,1258.0328358208956,1.0,223.2089552238806,0.8638326680753479,3145200.335259618,8.0,1037.0,129.625,196.0
Mymo1085030,93.86039999999998,1.94,100.23511224812077,145.56450495834744,1.2340826201857704,31.391304347826086,1262.35,101.01952650722934,147.57196387907265,1.2426065465600318,0.12155411083124046,1418.036956521739,141.98973913843463,15.282608695652174,1601.8004347826086,1.0,0.0,0.9999999991519334,1601800434.7826087,4.0,373.0,93.25,143.0
Mymo1089856,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1090757,286.1111111111111,3.4444444444444446,300.0,187.08286933869707,0.6236095644623235,22.0,600.0,300.0,187.08286933869707,0.6236095644623235,0.0,1500.0,187.08286933869707,5.0,1500.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1092304,177.4418918918919,2.3513513513513513,201.59510180580747,227.40647816192674,1.2105288050963345,27.606060606060606,622.95,202.8775008205723,228.90303673947236,1.2134179193300878,0.08228283124456066,1922.3772727272728,213.23667498599772,11.515151515151516,2076.4075757575756,1.0,1466.6666666666667,0.30184948141750406,0.5743801031951637,6.0,1951.0,325.1666666666667,700.0
Mymo1094960,132.38169014084508,2.2253521126760565,121.58423950588333,232.62194947538612,1.6954519029242612,46.223880597014926,1563.17,120.85302127328848,231.62505110570177,1.6945193377670087,0.35916979169785584,2230.8605970149256,223.71006087500817,15.91044776119403,3024.4289552238806,1.0,0.0,0.9999999987117408,3024428955.223881,1.0,350.0,350.0,350.0
Mymo1096462,219.81,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1470.0,113.07692307692308,200.0
Mymo1098391,35.690000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,2848.0,52.74074074074074,139.0
Mymo1098767,130.48410256410256,2.4358974358974357,131.89008468900383,91.8756285845175,0.7284829528007947,30.97142857142857,397.51,132.86792331431064,91.37353843161866,0.717425157710593,0.5390233764382392,635.7485714285715,64.81514070800262,8.342857142857143,1672.1997142857142,1.0,1672.1997142857142,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1099126,52.11,2.4,51.7334226985136,44.89170446569765,0.8724873706913676,21.727272727272727,160.24,51.150457276057274,44.07185646273874,0.8675065270411959,0.09143744558454783,441.64909090909094,44.05120064814993,8.818181818181818,478.52727272727276,1.0,2.501818181818182,0.9859527309019828,462336364.133787,10.0,1046.0,104.6,215.0
Mymo1102376,115.16375,1.25,108.57213095238095,171.77659904212538,1.4751806287791724,7.5,555.0,124.02884126984127,214.32874349477189,1.7304726332545715,0.0,629.2349999999999,171.77659904212538,5.75,629.2349999999999,1.0,629.2349999999999,0.0,0.0,38.0,4375.0,115.13157894736842,405.0
Mymo1102657,111.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3195.0,177.5,360.0
Mymo1109038,347.164,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3292.0,548.6666666666666,800.0
Mymo1109060,361.1111111111111,2.5555555555555554,365.3195646945647,178.34131739946852,0.48898581490980053,21.0,600.0,365.472582972583,180.3114471303177,0.49427159822065947,0.0,2941.6666666666665,178.34131739946852,8.083333333333334,2941.6666666666665,1.0,2941.6666666666665,0.0,0.0,7.0,1427.0,203.85714285714286,250.0
Mymo1110245,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1110913,87.46666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1114208,30.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1942.0,323.6666666666667,538.0
Mymo1117456,2259.6475,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,2610.0,96.66666666666667,255.0
Mymo1129500,41.81896551724138,2.103448275862069,44.456327697693396,27.500040036108548,0.6308981138107895,36.5,104.0,44.51165627607481,27.509917037310345,0.6305440552408933,0.3128561080575559,519.1072222222223,22.445230309005293,14.777777777777779,748.0824074074073,1.0,2.814814814814815,0.9963270788793046,209896151.58101752,1.0,117.0,117.0,117.0
Mymo1132519,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1132838,127.048,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,4129.0,114.69444444444444,283.0
Mymo1133533,433.6996,5.24,419.6571921768707,455.2232130258597,1.1122708243600723,49.095238095238095,1510.0,414.5289406746032,453.65874704368014,1.1213033784075965,0.6237087466730651,1482.0942857142857,135.40380419365593,6.428571428571429,3891.618095238095,1.0,3891.618095238095,0.0,0.0,18.0,4493.0,249.61111111111111,500.0
Mymo1134136,95.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3000.0,500.0,500.0
Mymo1137597,499.14875,2.4375,329.5149951635666,151.76071778904276,0.38475069161726866,24.035714285714285,5862.76,314.4897304341749,102.43933775814442,0.32426954085341775,0.0,3417.598571428571,151.76071778904276,10.214285714285714,3417.598571428571,1.0,3417.598571428571,0.0,0.0,15.0,3046.0,203.06666666666666,367.0
Mymo1137993,186.93571428571428,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3927.0,357.0,500.0
Mymo1138317,87.34277777777778,2.3333333333333335,89.34572789115646,107.02774668830496,1.2327350993529915,20.571428571428573,250.1,89.93604029304029,109.9447776445037,1.2624725432441222,0.6778212977902237,239.5285714285714,51.29915700760709,5.928571428571429,702.3857142857142,1.0,702.3857142857142,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1140416,513.7942857142857,3.75,529.4564912402412,369.229845418298,0.7068822843753604,39.458333333333336,1360.92,531.9961015313189,374.38014952963056,0.7144695551174804,0.15255752413928647,4508.175833333334,351.9329326666941,9.5,5355.37,1.0,5355.37,0.0,0.0,17.0,5960.0,350.5882352941176,965.0
Mymo1156149,46.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,2891.0,99.6896551724138,170.0
Mymo1156730,68.00054054054054,1.6486486486486487,66.24064871366008,58.0442439023875,0.862008757505124,19.424242424242426,270.5,66.59834476721196,57.80828355852511,0.8515367976814855,0.5385167584888005,389.23727272727274,38.98750685018807,7.696969696969697,802.9478787878787,1.0,0.0,0.999999998524054,802947878.7878788,0.0,0.0,0.0,0.0
Mymo1157512,11.165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1157695,65.05108695652174,2.217391304347826,66.38317366029551,44.873174677990335,0.6901179486208605,30.428571428571427,259.03,66.6216154855825,44.47849879856208,0.6806434177318275,0.3287218551327535,593.005,43.16811128178782,10.5,900.8307142857143,1.0,0.0,0.9999999988425147,900830714.2857143,0.0,0.0,0.0,0.0
Mymo1157976,28.97,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,4972.0,76.49230769230769,310.0
Mymo1158206,7.758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,4047.0,56.208333333333336,89.0
Mymo1161681,28.0875,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1162015,132.358,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1162941,73.40714285714286,3.0,71.59,39.288529119857486,0.5379181316029464,17.0,169.38,71.59,39.288529119857486,0.5379181316029464,0.0,398.19,39.288529119857486,5.5,398.19,1.0,398.19,0.0,0.0,16.0,5277.0,329.8125,580.0
Mymo1164048,21.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1165631,19.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1801.0,150.08333333333334,422.0
Mymo1166059,16412.04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2052.0,205.2,362.0
Mymo1169844,61.17278481012658,3.0632911392405062,66.87777076876085,57.22188952944095,0.8653414634921196,78.06666666666666,306.0,67.06366656994031,57.273069280433276,0.8634421027378512,0.4013028049490185,953.0622666666667,46.04753330024503,22.04,1561.4588,1.0,59.86986666666667,0.9661516694071067,747064702.4770101,17.0,726.0,42.705882352941174,81.0
Mymo1169933,57.7754347826087,1.7391304347826086,65.48130167708212,78.16676135566779,1.2077758125398779,27.761904761904763,378.90999999999997,66.07616012620221,78.06121857629061,1.1882693865657286,0.30325230413138754,651.1819047619048,51.69791601170222,12.833333333333334,1001.162380952381,1.0,132.16285714285715,0.8852672741106675,518683572.5014489,0.0,0.0,0.0,0.0
Mymo1172704,288.4525925925926,2.925925925925926,297.59225434468914,233.4524363147939,0.7905291885212091,27.565217391304348,800.0,298.0573568149023,232.125517918802,0.7849172583776514,0.3543870644967425,1840.0813043478263,152.9021314756535,8.652173913043478,2848.776956521739,1.0,2848.776956521739,0.0,0.0,10.0,5978.0,597.8,1000.0
Mymo1174871,400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1175042,15.554827586206896,1.6551724137931034,16.50008903762904,11.68674051123511,0.7085656653974817,16.96,52.25,16.604352006789508,11.795856088145735,0.7110969542721556,0.2700993578534137,115.6372,10.149750929842906,6.88,159.96560000000002,1.0,0.0,0.9999999931677214,159965600.00000003,0.0,0.0,0.0,0.0
Mymo1175949,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2245.0,132.05882352941177,400.0
Mymo1180191,51.143076923076926,2.0,50.28931660763479,45.78840441768198,0.8997241154669493,16.318181818181817,236.22,51.00547454133169,46.89296756007449,0.9120479204554944,0.17184844944211902,363.4054545454546,43.77962774124642,7.2272727272727275,429.3222727272727,1.0,0.0,0.9999999972337489,429322272.72727275,0.0,0.0,0.0,0.0
Mymo1181196,4.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,3131.0,195.6875,443.0
Mymo1182719,3662.6966666666667,2.9583333333333335,2454.8495409812413,5818.92030131217,1.130242778943954,27.45,78386.98,1742.647516822359,4289.229454498066,1.0748868289792735,0.003314464249099413,19314.541999999998,5825.980253156912,8.45,19414.118,1.0,19414.118,0.0,0.0,8.0,899.0,112.375,150.0
Mymo1182883,348.099696969697,3.8484848484848486,343.3664519340812,157.53546834996885,0.46122581647163385,44.03448275862069,750.0,341.3438252174413,156.03675745416058,0.4598857230034243,0.0,3891.8886206896555,157.53546834996885,11.379310344827585,3891.8886206896555,1.0,3891.8886206896555,0.0,0.0,10.0,3091.0,309.1,500.0
Mymo1183815,8.265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,2803.0,75.75675675675676,176.0
Mymo1184208,24.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1185650,58.165,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,2958.47,38.42168831168831,120.17
Mymo1188361,32.556666666666665,1.2,31.50180511463845,15.309894437033494,0.4853873668026444,10.333333333333334,55.02,31.796197420634922,15.796462935190034,0.49709572681791164,0.9672090118051084,7.388888888888889,2.7597556175882603,0.7777777777777778,248.47222222222223,1.0,0.0,0.9999999957657442,248472222.2222222,0.0,0.0,0.0,0.0
Mymo1191133,166.72,1.9333333333333333,181.51151515151514,96.841663128246,0.5489915346711082,11.636363636363637,400.0,182.86266666666666,95.98068837989933,0.541121991345533,0.0,1041.9636363636364,96.841663128246,5.7272727272727275,1041.9636363636364,1.0,1041.9636363636364,0.0,0.0,87.0,6463.0,74.28735632183908,266.0
Mymo1193024,335.52,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,5749.0,119.77083333333333,398.0
Mymo1194371,36.194,1.2,33.20433333333333,29.871694318803804,0.7601198362542925,6.0,137.92,33.20433333333333,29.871694318803804,0.7601198362542925,0.0,171.07,29.871694318803804,5.25,171.07,1.0,171.07,0.0,0.0,41.0,5009.0,122.17073170731707,471.0
Mymo1194511,70.03190476190477,3.492063492063492,81.23260132323466,64.34894993588264,0.8047244507332655,82.59322033898304,348.85,82.0555928820992,65.0454144434966,0.8062703130836073,0.12149984145108929,1496.9332203389831,60.70462058000669,20.71186440677966,1704.5567796610171,1.0,0.0,0.9999999992800986,1704556779.661017,26.0,3272.0,125.84615384615384,287.0
Mymo1200046,93.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1200060,1347.663076923077,2.0,1463.8813333333335,577.7302157808482,0.38137990744628947,10.0,2942.96,1461.4265,533.1536225194369,0.35032553662744154,0.0,7319.406666666667,577.7302157808482,5.0,7319.406666666667,1.0,7319.406666666667,0.0,0.0,3.0,120.0,40.0,40.0
Mymo1200459,52.15,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1202367,535.6978947368422,2.210526315789474,552.0121047619048,528.178086855253,0.9241421478607073,16.6,2089.72,560.2258265306122,530.8472567237894,0.9099320909104441,0.0,3918.2926666666667,528.178086855253,7.266666666666667,3918.2926666666667,1.0,3918.2926666666667,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1203893,568.004,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,6509.0,232.46428571428572,585.0
Mymo1212039,746.031111111111,2.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1217558,20.05529411764706,1.2941176470588236,24.818980344441886,23.532603931150327,0.9530797123535586,14.846153846153847,71.42,25.15883981758982,23.652485545988995,0.943732070312164,0.0,258.0192307692308,23.532603931150327,10.615384615384615,258.0192307692308,1.0,0.0,0.9999999957851574,258019230.76923078,36.0,2108.0,58.55555555555556,178.0
Mymo1217931,509.1322222222222,2.5555555555555554,568.3719370748299,547.9802464473012,0.9695142198714496,18.071428571428573,1617.46,571.234586080586,550.7135014897855,0.969878709521429,0.0,3729.0685714285714,547.9802464473012,6.714285714285714,3729.0685714285714,1.0,3729.0685714285714,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1218083,108.76199999999999,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,4010.0,308.46153846153845,700.0
Mymo1218178,422.42,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1220976,58.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8294679399727148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mymo1222944,312.5,3.5,271.9345238095238,115.30950518013043,0.4483251492414212,20.5,600.0,256.0204081632653,125.95017319923673,0.49715737712818836,1.0,0.0,0.0,0.0,1693.75,1.0,1693.75,0.0,0.0,32.0,6179.0,193.09375,445.0
Mymo1223368,11.334999999999999,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4196.0,199.8095238095238,528.0
Mymo1224046,164.38454545454545,3.3181818181818183,91.19735410831,139.48277423617046,1.3225696093213644,24.41176470588235,1587.0,66.47843874007937,106.25457495203148,1.319045963604587,0.7801477412287858,49.01529411764706,9.222415211924893,3.6470588235294117,605.0741176470589,1.0,605.0741176470589,0.0,0.0,10.0,1908.0,190.8,437.0
